|                name |        ra |       dec |     z |  gal_l |  mass | complete | lowmass |        S-PLUS | CHANCES |                   Abell | CODEX |               PSZ2 |         LoVoCCS | HIFLUGCS |           MeerKAT | WINGS |  m200 | c200 | r200 |  d200 |
| ACT-CL J2220.5-3509 | 335.13299 | -35.16501 | 0.154 |   9.41 |  5.79 |    False |    True |  SPLUS-s27s59 |         |              ABELL 3866 |       | PSZ2 G009.45-56.93 |                 |          |                   |       |  8.33 | 4.06 | 1.89 | 11.36 |
| ACT-CL J2222.9-0145 | 335.74418 |  -1.75364 | 0.399 |  62.07 |  4.63 |    False |   False |  SPLUS-s02s09 |         |                         |       |                    |                 |          |                   |       |  6.65 | 4.14 | 1.59 |  4.80 |
| ACT-CL J2223.4-5228 | 335.85838 | -52.46869 | 0.264 | 340.08 |  2.95 |    False |   False |  SPLUS-s40s45 |         |              ABELL 3872 | 94096 |                    |                 |          |                   |       |  4.25 | 4.05 | 1.45 |  5.74 |
| ACT-CL J2224.1-3235 | 336.03032 | -32.59789 | 0.225 |  14.13 |  2.66 |    False |   False |  SPLUS-s25s62 |         |             ABELL S1021 |       |                    |                 |          |                   |       |  3.83 | 4.06 | 1.42 |  6.33 |
| ACT-CL J2224.5-2912 | 336.13748 | -29.21667 | 0.367 |  20.46 |  3.53 |    False |   False |  SPLUS-s23s35 |         |                         |       |                    |                 |          |                   |       |  5.09 | 4.07 | 1.48 |  4.69 |
| ACT-CL J2227.0-0530 | 336.75314 |  -5.51335 | 0.289 |  58.54 |  4.37 |    False |   False |  SPLUS-s05s10 |         |                         | 63825 |                    |                 |          |                   |       |  6.29 | 4.07 | 1.63 |  6.08 |
| ACT-CL J2228.5+0142 | 337.12762 |   1.71107 | 0.339 |  67.12 |  3.92 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  5.65 | 4.08 | 1.55 |  5.17 |
| ACT-CL J2229.5+0318 | 337.39744 |   3.30946 | 0.301 |  69.02 |  3.25 |    False |   False |               |         |                         |       |                    |                 |          |                   |       |  4.69 | 4.05 | 1.47 |  5.34 |
| ACT-CL J2229.5-3632 | 337.39857 | -36.53826 | 0.403 |   6.53 |  5.60 |    False |    True |  SPLUS-s28s60 |         |              ABELL 3882 |       |                    |                 |          |                   |       |  8.02 | 4.21 | 1.69 |  5.07 |
| ACT-CL J2229.8-2755 | 337.45151 | -27.93176 | 0.324 |  23.12 |  4.00 |    False |   False |  SPLUS-s22s35 |         |                         |       |                    |                 |          |                   |       |  5.77 | 4.07 | 1.57 |  5.39 |
| ACT-CL J2230.0-2419 | 337.52500 | -24.32082 | 0.222 |  29.94 |  3.64 |    False |   False |  SPLUS-s19s37 |         |                         |       |                    |                 |          |                   |       |  5.24 | 4.04 | 1.58 |  7.11 |
| ACT-CL J2231.0-0551 | 337.76244 |  -5.86254 | 0.388 |  59.03 |  4.15 |    False |   False |  SPLUS-s05s11 |         |                         |       |                    |                 |          |                   |       |  5.96 | 4.10 | 1.54 |  4.73 |
| ACT-CL J2231.9-5024 | 337.97830 | -50.40163 | 0.344 | 342.11 |  2.55 |    False |   False |  SPLUS-s39s48 |         |                         |       |                    |                 |          |                   |       |  3.68 | 4.04 | 1.34 |  4.42 |
| ACT-CL J2231.9+0350 | 337.99063 |   3.84970 | 0.278 |  70.14 |  4.97 |    False |   False |               |         |                         | 54774 |                    |                 |          |                   |       |  7.14 | 4.09 | 1.71 |  6.54 |
| ACT-CL J2232.8-5357 | 338.21243 | -53.96667 | 0.436 | 336.76 |  3.18 |    False |   False |  SPLUS-s42s43 |         |                         |       |                    |                 |          |                   |       |  4.59 | 4.07 | 1.39 |  3.97 |
| ACT-CL J2233.3-5338 | 338.33313 | -53.64687 | 0.440 | 337.15 |  5.78 |    False |    True |  SPLUS-s41s45 |         |                         |       |                    |                 |          |                   |       |  8.25 | 4.25 | 1.69 |  4.79 |
| ACT-CL J2234.4-3744 | 338.61492 | -37.74309 | 0.153 |   3.93 | 13.50 |     True |   False |  SPLUS-s29s59 |         |              ABELL 3888 |       | PSZ2 G003.93-59.41 |                 |    A3888 |                   |       | 19.21 | 4.34 | 2.49 | 15.13 |
| ACT-CL J2234.4-4428 | 338.62070 | -44.47904 | 0.443 | 351.48 |  3.59 |    False |   False |  SPLUS-s34s55 |         |                         |       |                    |                 |          |                   |       |  5.15 | 4.10 | 1.44 |  4.07 |
| ACT-CL J2234.8-3033 | 338.72126 | -30.56057 | 0.251 |  18.15 |  6.10 |    False |    True |  SPLUS-s24s63 |         |              ABELL 3889 |       | PSZ2 G018.18-60.00 |                 |          |                   |       |  8.76 | 4.12 | 1.85 |  7.62 |
| ACT-CL J2236.2-2458 | 339.05415 | -24.97910 | 0.323 |  29.26 |  3.34 |    False |   False |  SPLUS-s20s38 |         |                         |       |                    |                 |          |                   |       |  4.82 | 4.05 | 1.48 |  5.09 |
| ACT-CL J2236.9-4809 | 339.23342 | -48.16037 | 0.265 | 344.96 |  2.35 |    False |   False |  SPLUS-s37s51 |         |             ABELL S1044 |       |                    |                 |          |                   |       |  3.39 | 4.06 | 1.34 |  5.31 |
| ACT-CL J2237.9-4453 | 339.47775 | -44.89442 | 0.429 | 350.33 |  2.50 |    False |   False |  SPLUS-s35s53 |         |                         |       |                    |                 |          |                   |       |  3.61 | 4.05 | 1.28 |  3.70 |
| ACT-CL J2238.5-2451 | 339.63161 | -24.86252 | 0.438 |  29.70 |  4.82 |    False |   False |  SPLUS-s19s38 |         |             ABELL S1048 |       | PSZ2 G029.55-60.16 |                 |          |                   |       |  6.90 | 4.18 | 1.59 |  4.53 |
| ACT-CL J2239.9-3246 | 339.97500 | -32.77071 | 0.431 |  13.65 |  2.62 |    False |   False |  SPLUS-s25s64 |         |                         |       |                    |                 |          |                   |       |  3.77 | 4.05 | 1.30 |  3.75 |
| ACT-CL J2239.9-3231 | 339.98302 | -32.53121 | 0.447 |  14.14 |  3.50 |    False |   False |  SPLUS-s25s64 |         |                         |       |                    |                 |          |                   |       |  5.04 | 4.09 | 1.43 |  4.02 |
| ACT-CL J2240.2-4055 | 340.06254 | -40.92921 | 0.184 | 357.29 |  2.72 |    False |   False |  SPLUS-s32s57 |         |                         |       |                    |                 |          |                   |       |  3.91 | 4.07 | 1.45 |  7.57 |
| ACT-CL J2240.7-5246 | 340.18397 | -52.77826 | 0.225 | 337.36 |  3.02 |    False |   False |  SPLUS-s41s46 |         |                         |       |                    |                 |          |                   |       |  4.36 | 4.05 | 1.48 |  6.62 |
| ACT-CL J2240.9-3723 | 340.24278 | -37.39149 | 0.389 |   4.15 |  3.71 |    False |   False |  SPLUS-s29s60 |         |                         |       |                    |                 |          |                   |       |  5.34 | 4.08 | 1.49 |  4.55 |
| ACT-CL J2241.2-4555 | 340.30278 | -45.92281 | 0.397 | 348.11 |  3.03 |    False |   False |  SPLUS-s35s54 |         |                         |       |                    |                 |          |                   |       |  4.37 | 4.06 | 1.39 |  4.19 |
| ACT-CL J2241.9-4235 | 340.47635 | -42.59410 | 0.204 | 353.97 |  3.21 |    False |   False |  SPLUS-s33s56 |         |              ABELL 3902 | 91044 |                    |                 |          |                   |       |  4.63 | 4.05 | 1.52 |  7.33 |
| ACT-CL J2242.5-1330 | 340.63092 | -13.50830 | 0.265 |  50.80 |  3.71 |    False |   False |  SPLUS-s11s12 |         |              ABELL 2473 |       |                    |                 |          |                   |       |  5.35 | 4.05 | 1.56 |  6.18 |
| ACT-CL J2243.0-2010 | 340.77159 | -20.17862 | 0.136 |  39.30 |  3.69 |    False |    True |  SPLUS-s16s40 |         |              ABELL 2474 |       | PSZ2 G039.32-59.88 |                 |          |                   |       |  5.32 | 4.04 | 1.63 | 10.95 |
| ACT-CL J2243.3-0935 | 340.83897 |  -9.59327 | 0.439 |  56.94 | 12.75 |     True |   False |  SPLUS-s08s13 |         |                         | 68101 | PSZ2 G056.93-55.08 |                 |          |                   |       | 17.81 | 4.79 | 2.18 |  6.20 |
| ACT-CL J2244.1-3704 | 341.04662 | -37.07122 | 0.443 |   4.54 |  6.18 |    False |    True |  SPLUS-s29s61 |         |                         |       |                    |                 |          |                   |       |  8.81 | 4.29 | 1.72 |  4.88 |
| ACT-CL J2244.8-1659 | 341.21253 | -16.99169 | 0.269 |  45.42 |  4.29 |    False |   False |  SPLUS-s14s41 |         |                         |       |                    |                 |          |                   |       |  6.19 | 4.07 | 1.64 |  6.41 |
| ACT-CL J2247.1-0206 | 341.79447 |  -2.10274 | 0.346 |  67.68 |  3.16 |    False |   False |  SPLUS-s03s14 |         |                         |       |                    |                 |          |                   |       |  4.55 | 4.05 | 1.43 |  4.73 |
| ACT-CL J2247.2-0302 | 341.80238 |  -3.03692 | 0.182 |  66.58 |  3.28 |    False |   False |  SPLUS-s03s14 |         |              ABELL 2482 |       |                    |                 |          |                   |       |  4.72 | 4.05 | 1.54 |  8.12 |
| ACT-CL J2247.3-1513 | 341.84092 | -15.21964 | 0.297 |  49.02 |  3.93 |    False |   False |  SPLUS-s12s13 |         |                         |       |                    |                 |          |                   |       |  5.67 | 4.06 | 1.57 |  5.74 |
| ACT-CL J2248.5-1606 | 342.12880 | -16.10473 | 0.247 |  47.73 |  4.99 |    False |   False |  SPLUS-s13s42 |         |              ABELL 2485 |       | PSZ2 G047.71-59.47 |                 |          | MCXC J2248.5-1606 |       |  7.19 | 4.08 | 1.74 |  7.22 |
| ACT-CL J2248.8-4431 | 342.20519 | -44.52796 | 0.351 | 349.47 | 18.97 |     True |   False |  SPLUS-s34s56 |         |             ABELL S1063 | 91063 | PSZ2 G349.46-59.95 |                 |          | MCXC J2248.7-4431 |       | 26.25 | 5.03 | 2.57 |  8.38 |
| ACT-CL J2249.1-0526 | 342.29686 |  -5.43851 | 0.245 |  64.13 |  3.20 |    False |   False |  SPLUS-s05s14 |         |              ABELL 2489 | 63877 | PSZ2 G064.11-53.72 |                 |          |                   |       |  4.61 | 4.04 | 1.50 |  6.27 |
| ACT-CL J2249.4-0129 | 342.35000 |  -1.49589 | 0.386 |  68.99 |  3.42 |    False |   False |  SPLUS-s02s14 |         |                         |       |                    |                 |          |                   |       |  4.93 | 4.07 | 1.45 |  4.46 |
| ACT-CL J2249.9-5146 | 342.48983 | -51.77998 | 0.109 | 337.39 |  2.88 |    False |    True |  SPLUS-s40s48 |         |              ABELL 3922 |       |                    |                 |          |                   |       |  4.15 | 4.08 | 1.52 | 12.30 |
| ACT-CL J2250.1-5140 | 342.53339 | -51.67916 | 0.107 | 337.51 |  2.96 |    False |    True |  SPLUS-s40s48 |         |              ABELL 3922 |       |                    |                 |          |                   |       |  4.26 | 4.07 | 1.53 | 12.64 |
| ACT-CL J2250.9-1624 | 342.73360 | -16.40734 | 0.123 |  47.70 |  4.64 |    False |    True |  SPLUS-s13s43 |         |              ABELL 2496 | 72226 | PSZ2 G047.73-60.15 |                 |          |                   |       |  6.69 | 4.04 | 1.77 | 12.90 |
| ACT-CL J2251.2-0941 | 342.81667 |  -9.69582 | 0.449 |  58.79 |  3.69 |    False |   False |  SPLUS-s08s14 |         |                         |       |                    |                 |          |                   |       |  5.30 | 4.11 | 1.45 |  4.07 |
| ACT-CL J2251.8-3324 | 342.96274 | -33.40670 | 0.230 |  11.90 |  5.00 |    False |    True |  SPLUS-s26s64 |         |              ABELL 3926 |       | PSZ2 G011.92-63.53 |                 |          |                   |       |  7.20 | 4.07 | 1.75 |  7.67 |
| ACT-CL J2252.9-2133 | 343.22747 | -21.56091 | 0.157 |  38.10 |  4.13 |    False |    True |  SPLUS-s17s41 |         |                         |       |                    |                 |          |                   |       |  5.95 | 4.04 | 1.68 | 10.00 |
| ACT-CL J2253.3-3914 | 343.32921 | -39.25000 | 0.350 | 359.10 |  2.38 |    False |   False |  SPLUS-s30s61 |         |                         |       |                    |                 |          |                   |       |  3.43 | 4.05 | 1.30 |  4.26 |
| ACT-CL J2253.5-3343 | 343.38752 | -33.73024 | 0.224 |  11.09 |  5.64 |    False |    True |  SPLUS-s26s65 |         |              ABELL 3934 |       | PSZ2 G011.06-63.84 |                 |          |                   |       |  8.12 | 4.09 | 1.82 |  8.17 |
| ACT-CL J2254.1-1523 | 343.52785 | -15.38900 | 0.299 |  50.23 |  3.98 |    False |   False |  SPLUS-s12s14 |         |                         |       |                    |                 |          |                   |       |  5.74 | 4.06 | 1.58 |  5.74 |
| ACT-CL J2254.3-4620 | 343.58744 | -46.34565 | 0.270 | 345.35 |  4.91 |    False |   False |  SPLUS-s36s55 |         |              ABELL 3937 | 91084 | PSZ2 G345.32-59.97 |                 |          |                   |       |  7.08 | 4.09 | 1.71 |  6.68 |
| ACT-CL J2255.3-2012 | 343.82584 | -20.21365 | 0.282 |  41.25 |  3.30 |    False |   False |  SPLUS-s16s42 |         |                         |       |                    |                 |          |                   |       |  4.75 | 4.05 | 1.49 |  5.64 |
| ACT-CL J2257.0-3338 | 344.26482 | -33.63672 | 0.294 |  11.10 |  2.69 |    False |   False |  SPLUS-s26s65 |         |                         |       |                    |                 |          |                   |       |  3.88 | 4.05 | 1.39 |  5.10 |
